identifier1,categorical_value,identifier2,date1,date2
b65d5d1c-1d19-4b51-af49-547aeff8a992,A,46cd24e4-8d65-4742-a1f2-409ac7d1c47a,07/12/2022,17/03/2023
5867ead0-c65d-4fb1-975b-b2d9d78b550d,B,caf11383-bfaa-415f-9c9b-41b30fe1a4b8,06/12/2022,17/03/2023
c96e7926-b126-4550-9dae-55b2d40b9ce8,C,0a5af18b-043a-4418-a7e2-10890afeefe6,29/11/2022,17/03/2023
9ea53bb7-b87e-42ce-9154-77bc10b58eb9,D,d4e607ea-7ea5-4990-b9a7-ddefe6deb782,08/03/2023,17/03/2023
ad02f58c-db9a-4eeb-9c5a-5e04c61534b4,A,048fbc56-630c-4133-b7d1-a78ced1d137c,12/12/2022,17/03/2023
6dbcf6df-0b50-4a43-a55f-f1db526fd1cb,B,f6a220f4-6019-4aa9-a5c0-c06329460f8e,16/01/2023,17/03/2023
e68dbe56-9bce-48db-b0d5-ebbfdbd95e7d,C,ba6cf231-71b4-4186-b828-95a576b53858,08/03/2023,17/03/2023
ff52066a-5af5-4364-b7c5-ea2691757810,D,473b3102-71a5-4602-ac43-dcddecff4f86,20/01/2023,17/03/2023
56caa027-a0ef-4a83-8c38-3f90dd2307c7,A,a84e8b21-0df5-4ab1-b26a-820ab3c28fa4,17/02/2023,17/03/2023
e29203fa-5268-4ff4-a6c7-3404f46a30e0,B,15ec0b7b-f369-4d95-ad70-3cb37ceb1daf,26/01/2023,17/03/2023
40318cfe-b112-402c-9e3e-18e9780aa981,C,51d61a17-a0e2-4650-b74d-ff82f081fe82,08/11/2022,17/03/2023
99e17d29-728c-4b3e-b36d-50abdf69a6ec,D,aadf3dcf-5137-4e7e-8c68-9c2dd8488201,23/01/2023,17/03/2023
7863f182-e696-4704-889a-c798a2f4dab8,A,070afa7e-16f4-4c9e-b853-377fb481c907,05/01/2023,17/03/2023
3bf6ff7f-0059-4b3d-9ac8-7010d2d77ce3,B,b6720f9c-c9d1-463f-9c7b-0ff39c523603,15/12/2022,17/03/2023
91be8391-2bef-4618-bee5-c9fe286fa56e,A,a1bcbed8-f789-44fa-a2cb-df6797808e35,14/02/2023,17/03/2023
c6f73dce-b556-4404-8c93-e37cd3343279,B,6d832579-2a03-49a0-aa1c-41125a93b09f,10/02/2023,17/03/2023
7f98cc8d-b8ab-4ad3-9c99-15d47eb89848,C,9187be82-2057-41cb-be77-66d045a32975,23/02/2023,17/03/2023
d7f428b7-4508-45e5-987a-0c67d0a5638c,D,0bdda822-8745-4176-90ca-873988a00b90,16/11/2022,17/03/2023
f5be95c3-a6b2-4d6e-beac-784aed66ecba,A,c89b513d-a25d-4d2b-8469-934501266ef4,18/01/2023,17/03/2023
471c8381-cbe4-477d-83d5-da25fcb10b7e,B,8f39e7d6-6c83-48b9-b441-eca6228e545b,21/01/2023,17/03/2023
f3e336d3-71ab-4e2e-a81f-6c1269323bc5,C,29e2b5b6-f7e0-4882-ba86-ca67026aa147,06/03/2023,17/03/2023
0800679c-9ee8-4f3f-9947-c771abaf341e,D,b3caf4ed-9667-4a47-87b0-6574044c764d,30/11/2022,17/03/2023
b22d1ab7-a09d-4065-88a7-042c9f0a4126,A,78add89b-56c8-4023-ba7f-78ff030313bf,03/03/2023,17/03/2023
3f8c27fc-81b3-409f-beae-38f415762b36,B,210df15a-4002-47df-9929-5999cf4b8a19,07/03/2023,17/03/2023
39322563-7749-4b05-a035-adfb5c67c8c1,C,e94b60fa-e102-4a69-afda-adb8a383fd95,14/02/2023,17/03/2023
9a853178-e84f-4e48-bc35-8cff9227add4,D,2fb3833d-7853-4d1d-83d4-d151adf671a2,16/03/2023,17/03/2023
6fe2ed20-dd57-4e29-af98-ca3a51f9e30a,A,aab49163-1192-4e9f-9c82-eb0449db11a1,15/03/2023,17/03/2023
9df544f1-9ac2-450f-8246-5074098ebcb3,B,ad5a418c-a94f-4317-82b6-b306b92a452b,15/03/2023,17/03/2023
1d9e9ae1-6138-4b68-977e-38d04c303aaa,C,67092d85-4c6c-4560-8c54-55d93add3fb6,09/02/2023,17/03/2023
f527c684-d42c-4a3e-acb4-bfe180fb0b54,D,6a21f117-287a-43cc-a895-1e2e1b28160c,11/11/2022,17/03/2023
af7f6773-1111-4719-98f2-14fc8bcd4886,A,d63134bf-5e8a-4b2c-b04e-c49aa9e155c8,15/12/2022,17/03/2023
2b850a43-1c80-4d65-90a7-27e0838632ee,B,c1e079b0-487d-47e0-b010-f14950c078dc,23/02/2023,17/03/2023
ffcdbefe-5f87-46be-8dbc-49e3b92c7bf7,C,29c6a20b-1c7d-47e4-a99a-b15c507e423c,15/02/2023,17/03/2023
ecb1e533-c152-4152-acf8-7b42b8ec177d,D,1d7be93d-19c0-45bf-93a6-18f81fa456a7,18/11/2022,17/03/2023
d2f0ac4f-fb9b-40f9-9ada-8a6e383e6131,A,59374eb2-551c-4121-b93e-3c7245d8f52f,17/01/2023,17/03/2023
9b497dd6-9a27-4c08-a545-e0c7e36e5d1f,B,a719810f-6c1c-455d-9792-749f80b5c859,19/01/2023,17/03/2023
76a2b812-148b-4909-956c-2eea2ed031db,A,ffe1ef2f-94b0-4ca7-bb11-b820b2af7bc0,02/03/2023,17/03/2023
865a0e6f-0adb-4d00-9448-ee2318122c4a,B,4047c11b-8825-4255-9fb3-b407c84276da,25/01/2023,17/03/2023
493fb7de-ae93-4fa5-be3b-8f6ebc8ca5c4,C,813012a2-552a-4ed0-a9c8-f18b00b3cc7b,13/03/2023,17/03/2023
b99e75be-4dae-48ed-aa9d-cc51aaaa2ead,D,0ba6beb8-bc37-4aa0-969b-095eae060639,08/02/2023,17/03/2023
b2314bb5-ed41-42eb-989d-cf693aabebf8,A,6f6901b3-dcb9-4974-809a-4087f261725f,12/02/2023,17/03/2023
c38b8b75-ba45-442a-b9a4-804390250e8b,B,2cabdd7a-6b21-4b45-bdbc-f72e6a7fa013,11/11/2022,17/03/2023
e9f46e8e-0844-4d00-88c9-a6aece5a13fc,C,87b4e1d4-9d82-4579-8544-a50000ae2f14,01/02/2023,17/03/2023
8661a6f0-c33d-4ecb-a1e4-2d71a73552da,D,74b98e6e-3c96-4268-91a3-6c6ba062e8bb,25/11/2022,17/03/2023
f125b46f-d0da-47af-b736-7dad594ec778,A,584fb0f9-089f-443d-820a-313b19cc0d5c,08/11/2022,17/03/2023
